lab name;lab_nr;probenahme;versuchsfläche;gps_lat;gps_lon;bodenklimaraum;bodengruppe;kultur;sorte;öko/konv;ertrag (dt/ha);rohprotein (% TS);stärke (%);zucker (% TS);öl (%);bewässerung;besonderheiten;dat_saat;dat_ernte;entwicklungsstadium;d_org;d_n;d_p2o5;d_k2o;d_mgo;d_cao;d_s;d_b;d_mn;d_cu;d_zn;d_fe;dat_düng;anm_dgg;p_n;p_ca;p_p;p_k;p_mg;p_na;p_s;p_b;p_mn;p_cu;p_zn;p_fe;p_mo;p_al;p_co;p_se;p_si;p_c;p_c_n;p_n_s;p_ts;ph_wert;b_n;b_p;b_k;b_mg;b_ca;b_b;b_mn;b_cu;b_zn;b_fe;b_c_n;b_c;b_humus;station_id;station_name;station_lat;station_lon
IAU;2_921;08.06.2023;1;51,49645;11,99274;107;3;Kartoffel;Agria;0;263;;;;;0;K-Düngungsversuch;25.04.2023;11.10.2023;Knospenstadium;;150;40;80;22;;;0;0;0;0;0;24.04.2023;;6,05;0,9;0,61;2,96;0,37;0,01;0,39;23,4;40,7;15,77;37,3;210,3;1,34;207,2;0,12;0,02;;45,4;7,5;15,57;;5,6;0,11;6,4;2,7;10,7;121;0,53;81,17;7,56;7,45;97,92;10,84;1,13;1,94;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_922;08.06.2023;1;51,49645;11,99274;107;3;Kartoffel;Agria;0;273;;;;;0;K-Düngungsversuch;25.04.2023;11.10.2023;Knospenstadium;;150;40;160;22;;;0;0;0;0;0;24.04.2023;;5,81;0,68;0,58;3,52;0,32;0,01;0,37;22,8;40,9;14,21;36,2;201,7;1,15;242,5;0,13;0,1;;44,61;7,68;15,85;;5,5;0,1;6,9;7,5;10,4;120;0,53;78,75;7,28;7,37;101,7;10,63;1,14;1,96;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_923;12.06.2023;1;51,49645;11,99274;107;3;Kartoffel;Agria;0;319;;;;;0;K-Düngungsversuch;25.04.2023;11.10.2023;Knospenstadium;;150;40;320;22;;;0;0;0;0;0;24.04.2023;;5,76;0,56;0,55;3,6;0,3;0,01;0,37;22,2;51;15,48;36,1;282,4;0,94;360,9;0,15;0,08;;44,64;7,75;15,51;;5,5;0,11;6,5;10,1;10,1;112;0,52;78,17;6,75;7,25;97,93;10,81;1,08;1,86;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_1314;22.06.2023;0;51,5457533;12,2782044;104;3;Kartoffel;Agria;0;426;;13,4;;;0;Gärrest im Bestand;01.05.2023;11.10.2023;Knospenstadium;;81;44;173;20;;24;0;0;0;0;0;13.06.2023;;6,21;1,09;0,47;3,76;0,4;0,01;0,37;22,1;43,7;9,63;76,4;94,9;0,97;71,8;0,07;0,12;;46,22;7,44;16,61;;6,7;0,1;6,1;8,8;9,7;117;0,66;173,9;3,08;5,52;94,66;9,14;0,95;1,64;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;2_1315;22.06.2023;0;51,5418247;12,2816959;192;3;Kartoffel;Donata;0;440;;14,1;;;0;;05.05.2023;04.11.2023;Knospenstadium;;81;44;173;20;;24;0;0;0;0;0;13.06.2023;;6,54;0,9;0,53;3,9;0,41;0,02;0,4;24,3;40,8;10,54;33;88,1;0,89;56,5;0,1;0,06;;46,1;7,05;16,16;;6,3;0,12;6,7;12;10,3;105;0,67;142,9;2,42;4,79;106,1;9,38;1,09;1,87;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;2_1337;23.06.2023;0;52,066677;11,493931;107;4;Kartoffel;(Ballerina, Lea, Lilly, MaryAnn);1;439,5;;;;;0;;05.05.2023;02.08.2023;Blühbeginn;;78;41;240;17;;23;0;0;0;0;0;23.03.2023;3 t PPL/ha;5,28;2,03;0,31;5,14;0,47;0,01;0,37;25,4;94;63,51;29,1;864,7;0,72;1.069,90;0,36;0,14;;41,67;7,89;14,22;;7,5;0,19;6,7;15,3;9,2;334;1,01;48,62;1,4;3,7;14,67;11,21;2,13;3,66;3126;Magdeburg;52,10290146;11,58269978
IAU;2_1338;23.06.2023;0;52,07469;11,459692;107;4;Kartoffel;(Corinna, Lea, MaryAnn);1;327;;;;;0;;13.05.2023;28.08.2023;Blühbeginn;;73;38;224;15;;21;1;0;0;1;0;24.03.2023;2,8 t PPL/ha;5,76;2,03;0,25;6,06;0,48;0,01;0,35;28,6;86;25,57;26;662,1;0,29;871,5;0,27;0,12;;41,3;7,17;16,51;;7,4;0,17;6;12,3;11,1;286;1,32;167,3;2,34;5,05;30,26;10,87;1,79;3,08;3126;Magdeburg;52,10290146;11,58269978
IAU;2_1334;23.06.2023;0;51,853331;11,509167;107;4;Kartoffel;(Lea, Olivia);1;333,2;;;;;0;;30.04.2023;09.09.2023;Blühbeginn;;65;34;200;14;;19;1;0;0;1;0;25.03.2023;2,5 t PPL/ha;6,3;2,08;0,46;6,54;0,39;0,02;0,44;37,3;70,9;156,6;39;1005;1,52;1.258,20;0,37;0,1;;39,05;6,2;14,25;;7,5;0,17;33,3;32,7;9,2;291;0,92;37,14;2,1;7,35;14,96;10,19;1,77;3,05;3226;Aschersleben-Mehringen;51,72589874;11,51089954
IAU;2_1335;23.06.2023;0;51,855646;11,536328;107;4;Kartoffel;(Anuschka, Lea, Mariola);1;263,8;;;;;0;;30.04.2023;18.09.2023;Blühbeginn;;52;27;160;11;;15;0;0;0;0;0;25.03.2023;2 t PPL/ha;5,16;2,89;0,23;6,08;0,64;0,02;0,41;30,5;90,4;230;33,3;427,1;1,4;646,2;0,19;0,08;;40,79;7,91;12,59;;7,5;0,27;9,4;19,1;12,4;332;1,92;86,27;2,15;10,91;23,15;10,41;2,81;4,84;3226;Aschersleben-Mehringen;51,72589874;11,51089954
IAU;2_1322;23.06.2023;0;52,7752;12,18234;104;2;Kartoffel;Albatros;0;385,5;;22;;;0;;19.04.2023;17.08.2023;Knospenstadium;;120;57;234;225;;76;1;1;1;1;1;14.07.2023;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;5,62;0,41;0,46;3,47;0,38;0,02;0,57;30,8;141,1;10,49;26;100,4;0,51;43,8;0,1;0,27;;47,31;8,41;9,81;;4,8;0,1;7,5;10,2;4,5;35;0,18;26,83;1,71;3,59;136,7;11,56;1,11;1,91;2794;Kyritz;52,93619919;12,40929985
IAU;2_1350;23.06.2023;0;51,123538;11,94024;107;3;Kartoffel;Sorte unbekannt;1;330;;;;;0;;;;Blühbeginn;;;;;;;;0;0;0;0;0;;;6,5;2,25;0,45;5,45;0,62;0,01;0,41;28,5;50,8;10,76;23,7;321,8;1,52;574,1;0,22;0,09;;41,66;6,41;15,87;;6,2;0,17;6,6;16,7;22,6;171;0,85;114,5;3,96;5,42;107,6;10,49;1,78;3,07;3821;Osterfeld;51,08720016;11,92930031
IAU;2_1351;23.06.2023;0;51,123538;11,94024;107;3;Kartoffel;Sorte unbekannt;1;330;;;;;1;;;;Blühbeginn;;;;;;;;1;0;0;1;0;;;6,31;2,03;0,41;6,29;0,58;0,01;0,39;33,9;63,3;9,94;28,1;291,9;1,44;407,1;0,15;0,1;;42,28;6,7;16,17;;6,3;0,18;6,7;22,5;21,6;176;0,91;122,5;3,36;5,45;99,76;10,44;1,89;3,25;3821;Osterfeld;51,08720016;11,92930031
IAU;2_1352;23.06.2023;0;51,123538;11,94024;107;3;Kartoffel;Sorte unbekannt;1;330;;;;;1;;;;Blühbeginn;;;;;;;;1;0;0;1;0;;;5,71;1,98;0,4;5,38;0,57;0,01;0,36;38,4;59,6;10,85;30,8;335,7;1,2;505,8;0,17;0,16;;43,92;7,69;15,89;;6,3;0,17;6;18,5;24,6;179;0,85;109,3;3,24;4,69;96,14;11,34;1,97;3,39;3821;Osterfeld;51,08720016;11,92930031
IAU;2_1353;23.06.2023;0;51,123538;11,94024;107;3;Kartoffel;Sorte unbekannt;1;330;;;;;1;;;;Blühbeginn;;;;;;;;0;0;0;0;0;;;5,84;2,1;0,38;5,19;0,46;0,01;0,38;28,6;66,2;10,75;29,2;341,7;1,34;464,5;0,18;0,01;;43,56;7,45;15,31;;6,3;0,18;6,2;26,8;22,9;173;0,89;129,8;3,31;4,7;119,6;10,12;1,85;3,19;3821;Osterfeld;51,08720016;11,92930031
IAU;2_1354;23.06.2023;0;51,123538;11,94024;107;3;Kartoffel;Sorte unbekannt;1;330;;;;;1;;;;Blühbeginn;;;;;;;;0;0;0;0;0;;;5,4;2,28;0,34;4,82;0,44;0,01;0,35;34,4;76,2;13,21;19,9;637,2;0,81;874,9;0,26;0,16;;43,28;8,01;15,42;;5,8;0,16;4,6;8,2;15,4;180;0,82;153,8;3,53;4,02;119,9;10,61;1,67;2,87;3821;Osterfeld;51,08720016;11,92930031
IAU;2_1431;29.06.2023;0;51,5328473;12,2386639;192;4;Kartoffel;Bernina;0;544;;12,2;;;1;;08.05.2023;09.11.2023;Blühbeginn;;73;44;117;10;;24;0;0;0;0;0;13.06.2023;;5,24;1,17;0,52;2,99;0,32;0,02;0,48;23,6;52,4;14,86;31,2;305,3;0,92;653,5;0,34;0,05;;46,04;8,79;10,98;;6,4;0,13;3,6;6,1;9,5;173;1,13;186,8;5,2;4,13;82,29;9,89;1,25;2,14;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;2_1599;05.07.2023;0;52,7466033;12,2000078;104;1;Kartoffel;Albatros;0;383,4;;;;;0;;26.04.2023;21.10.2023;Blühbeginn;;142;53;201;220;;52;1;1;1;1;1;04.08.2023;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;5,98;0,56;0,57;3,89;0,39;0,01;0,46;28,5;63,1;8,94;28,6;153;0,63;90,7;0,06;0,08;;48,82;8,16;13,09;;5,6;0,12;8,6;23,6;7;56;0,32;58,21;1,95;4,71;223,1;8,93;1,09;1,87;2794;Kyritz;52,93619919;12,40929985
IAU;2_1600;06.07.2023;0;52,7854212;12,1745967;104;3;Kartoffel;Albatros;0;419,7;;22;;;0;Fungizid;04.05.2023;20.10.2023;Blühbeginn;;147;53;201;229;;42;1;1;1;1;1;04.08.2023;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;6,07;0,56;0,6;3,53;0,37;0,01;0,45;26,8;59,3;11,07;35;153,5;0,33;63,5;0,07;0,15;;48,92;8,06;13,41;;6,2;0,14;9,1;17,6;8,7;100;0,5;89,9;2,83;5,99;267,4;10,28;1,39;2,39;2794;Kyritz;52,93619919;12,40929985
IAU;2_1951;03.08.2023;0;51,272998;11,7315095;107;4;Kartoffel;Wendy;0;355,9;;;;;0;Fungizid;21.04.2023;13.10.2023;Blühende;;63;43;46;1;381;;0;0;0;0;0;21.07.2023;;3,13;3,77;0,16;2,05;0,44;0,01;0,33;31,2;60,6;7,04;19;168,9;0,19;188,4;0,08;0,12;;45,47;14,51;9,54;;7,3;0,15;7,3;12,6;5;249;1,04;162,1;3,04;4,25;38,82;10,59;1,59;2,73;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;2_1952;03.08.2023;0;51,2719455;11,7322126;107;4;Kartoffel;Queen Anne;0;377;;;;;0;Fungizid;21.04.2023;13.10.2023;Blühende;;63;43;46;1;381;;0;0;0;0;0;21.07.2023;;3,35;4,6;0,18;1,54;0,77;0,01;0,33;44,2;93,6;6,24;23,3;214,2;0,2;212,9;0,11;0,04;;45,4;13,54;10,12;;7,2;0,15;6,7;13,1;5,9;242;1,14;187,7;3,04;3,9;40,07;9,31;1,4;2,4;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;2_1953;03.08.2023;0;51,2713796;11,7326592;107;4;Kartoffel;Queen Anne;0;377;;;;;0;Fungizid;21.04.2023;13.10.2023;Blühende;;63;43;46;1;381;;0;0;0;0;0;21.07.2023;;4,18;3,89;0,24;2,27;0,58;0,01;0,4;31,3;81,5;7,86;25,6;199,6;0,4;160,3;0,09;0,12;;46,39;11,11;10,41;;7,2;0,15;10,8;10,4;6,1;242;1,12;177,6;3,4;4,45;42,49;9,96;1,45;2,5;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;2_1954;03.08.2023;0;51,2713796;11,7326592;107;4;Kartoffel;Lilly;0;310,7;;;;;0;Fungizid;21.04.2023;13.10.2023;Blühende;;63;43;46;1;381;;0;0;0;0;0;21.07.2023;;5,07;1,97;0,26;2,97;0,52;0,01;0,46;28,3;62,6;12,04;23,5;201,8;0,5;160;0,1;0,21;;47,24;9,32;11;;7,1;0,17;5,9;14,9;7,8;229;1,47;258,1;3,52;4,81;49,92;9,66;1,59;2,74;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;2_1955;03.08.2023;0;51,2713796;11,7326592;107;4;Kartoffel;Merle;0;387,5;;;;;0;Fungizid;21.04.2023;13.10.2023;Blühende;;63;43;46;1;381;;0;0;0;0;0;21.07.2023;;5,06;1,97;0,29;3,92;0,47;0,01;0,45;25,5;62,2;8,92;23,4;182,4;0,38;113,8;0,11;0,14;;46,26;9,14;11,36;;7,1;0,18;10;24,4;9,1;237;1,2;199,4;3,01;5,33;45;10,43;1,82;3,14;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;2_1956;03.08.2023;0;51,2643928;11,7191603;107;4;Kartoffel;Melody;0;403,4;;;;;0;Versuchssorten;21.04.2023;13.10.2023;Blühende;;63;43;46;1;381;;0;0;0;0;0;21.07.2023;;4,33;1,48;0,3;3,34;0,33;0,01;0,37;24,3;60,1;7,87;25,9;162;0,63;137,6;0,06;0,06;;46,12;10,65;11,63;;7,3;0,18;10,9;33,6;5,8;283;1,14;122,9;2,73;4,48;24,6;10,08;1,76;3,04;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;2_1957;03.08.2023;0;51,2669767;11,7376947;107;4;Kartoffel;Sunshine;0;288,9;;;;;0;Versuchssorten;21.04.2023;13.10.2023;Blühende;;63;43;46;1;381;;0;0;0;0;0;21.07.2023;;2,92;3,27;0,13;2,47;0,46;0,01;0,27;33,1;68,9;5,09;17,6;314,4;;334,6;0,15;0,03;;46,22;15,86;10,8;;6,6;0,15;4,3;21,5;10,5;165;1,31;271,1;3,62;5,68;75,55;9,68;1,45;2,5;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;2_1958;03.08.2023;0;51,2665561;11,7385221;107;4;Kartoffel;Corinna;0;277,6;;;;;0;Mulchsaat;21.04.2023;13.10.2023;Blühende;;63;43;46;1;381;;0;0;0;0;0;21.07.2023;;2,73;3,55;0,14;3,06;0,4;0,01;0,25;40,4;74,6;5,45;19,1;276,7;;383,7;0,16;0,19;;44,89;16,46;10,89;;6,7;0,15;3,4;21;10,1;172;1,35;266,4;3,79;5,02;70,3;10,8;1,62;2,79;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;2_1959;03.08.2023;0;51,2664332;11,7392125;107;4;Kartoffel;Milva;0;487,2;;;;;0;Senke;21.04.2023;13.10.2023;Blühende;;63;43;46;1;381;;0;0;0;0;0;21.07.2023;;2,64;3,61;0,13;3,05;0,33;0,01;0,3;44;72,7;5,93;19,9;271,5;;382,6;0,13;0,21;;45,22;17,12;8,74;;7;0,16;4;20;10,1;239;1,03;165,6;3,35;4,78;39,58;10,01;1,56;2,69;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_627;02.06.2024;0;52,070644;11,493024;107;4;Kartoffel;Lea;1;398;;;;;0;;;;Knospenstadium;1;;;;;;;1;0;0;1;0;03.04.2024;3t PPL/ha;6,57;1,74;0,63;7,04;0,45;0,01;0,41;25,4;49,9;9,66;38;284,6;8,8;762,4;0,16;0,03;;40,05;6,1;16,07;10,1;6,8;0,18;7,3;19,6;11,4;235;1,55;194,7;2,97;6,05;78,32;11,94;2,18;3,75;3126;Magdeburg;52,10290146;11,58269978
IAU;3_664;06.06.2024;0;51,5583361;12,2604485;192;3;Kartoffel;Agria;0;440;;13,7;;;0;;23.04.2024;05.10.2024;Knospenstadium;;72;40;150;10;;30;0;0;0;0;0;23.04.2024;;6,37;1,51;0,55;4,61;0,48;0,01;0,47;19,8;128,5;9,69;32,6;406,8;0,32;506,5;0,23;0,05;;40,6;6,38;13,57;12,2;6,7;0,08;5,9;11,4;8,9;111;0,97;199,9;3,87;5,99;126,2;11,95;0,98;1,69;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;3_657;06.06.2024;0;52,4509;12,1164;104;2;Kartoffel;Luneba;0;380;;;;;1;mehlig kochend;12.04.2024;28.10.2024;Knospenstadium;;128;32;267;174;29;71;1;1;1;0;1;15.07.2024;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;4,9;0,59;0,64;3,36;0,41;0,01;0,62;20,8;57,8;8,89;34,8;79;0,51;23,9;0,03;0,03;;44,6;9,11;7,93;18,3;5,3;0,1;5,2;17,4;6,4;49;0,16;22,12;1,4;3,56;126,1;9,65;0,97;1,67;1605;Genthin;52,38750076;12,16020012
IAU;3_660;06.06.2024;0;52,4454;12,1148;104;2;Kartoffel;Albatros;0;394;;;;;1;mehlig kochend;15.04.2024;04.10.2024;Knospenstadium;;110;25;245;167;14;71;1;1;1;0;1;15.07.2024;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;5,96;0,48;0,8;3,52;0,38;0,01;0,57;22,4;59,9;9,94;37;103,3;0,3;35,7;0,04;0,06;;44,59;7,48;10,52;16;5,6;0,13;4,3;16,5;6,5;57;0,3;33,61;1,92;5;168,4;11,25;1,5;2,58;1605;Genthin;52,38750076;12,16020012
IAU;3_653;06.06.2024;0;52,4721;12,102;104;2;Kartoffel;Amado;0;554;;;;;1;mehlig kochend;10.04.2024;13.08.2024;Knospenstadium;;129;31;285;177;41;80;1;1;1;0;1;17.07.2024;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;5,29;0,44;0,77;5,51;0,33;0,19;0,4;41,6;52,4;15,2;62,5;334,1;0,54;89,8;0,06;0,05;;44,1;8,34;13,36;17,5;5,5;0,13;8,1;13,9;9,1;82;0,54;70,94;2,37;6,78;318,3;10,7;1,34;2,3;1605;Genthin;52,38750076;12,16020012
IAU;3_654;06.06.2024;0;52,4716;12,1045;104;2;Kartoffel;HAP-Klone;0;412;;;;;1;vorwiegend festkochend;25.04.2024;18.09.2024;Knospenstadium;;119;29;254;173;31;73;1;1;1;0;1;17.07.2024;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;6,25;0,55;0,83;4,12;0,32;0,02;0,47;18,9;61,8;12,03;59,4;113,3;1,21;119;0,04;0,09;;44,68;7,16;13,3;14,9;5,7;0,11;8,1;15,2;8,7;69;0,52;86,22;1,99;9,38;223,5;14,34;1,59;2,73;1605;Genthin;52,38750076;12,16020012
IAU;3_655;06.06.2024;0;52,4459;12,1036;104;2;Kartoffel;Simonetta;0;420;;;;;1;festkochend;19.04.2024;22.07.2024;Knospenstadium;;106;29;188;135;17;57;1;1;1;0;1;18.07.2024;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;5,43;0,67;0,68;3,66;0,36;0,03;0,42;21,3;92,2;11,31;40,4;95,2;0,3;137,7;0,04;0,13;;44,56;8,21;12,8;16,4;5,3;0,08;8,4;19,5;6,2;40;0,24;62,6;1,82;5,29;129;11,02;0,84;1,44;1605;Genthin;52,38750076;12,16020012
IAU;3_661;06.06.2024;0;52,4545;12,1121;104;2;Kartoffel;Rambo;0;427;;;;;1;mehlig kochend;05.04.2024;23.09.2024;Knospenstadium;;125;29;262;179;33;76;1;1;1;0;1;05.08.2024;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;5,82;0,44;0,79;3,33;0,38;0,01;0,49;22,1;125,6;11,1;37,9;103,2;0,36;29,9;0,05;0,09;;44,54;7,65;11,86;17,2;6,2;0,1;8,6;11,8;4,6;79;0,23;93,14;2,45;7,03;91,1;11,71;1,17;2,01;1605;Genthin;52,38750076;12,16020012
IAU;3_656;06.06.2024;0;52,4446;12,112;104;1;Kartoffel;Albatros;0;293;;;;;1;vorwiegend festkochend;29.04.2024;16.10.2024;Knospenstadium;;154;75;400;184;35;84;1;1;1;0;1;06.08.2024;Blattdüngung mit K und Mikronährstoffen nach Blattanalyse;6,52;0,49;0,82;4,29;0,4;0,01;0,54;21,7;63,6;9,64;43,3;104;0,27;39,6;0,03;0,08;;45,02;6,9;12,17;15;5,6;0,09;8,8;6,7;6,3;35;0,24;15,6;1,03;3,14;77,53;9,58;0,82;1,41;1605;Genthin;52,38750076;12,16020012
IAU;3_803;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;Nixe;0;484;;;;;0;mehlig kochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,28;1,47;0,39;3,21;0,38;0,01;0,35;24,2;71,5;14,41;23,9;84,6;0,75;95,3;0,12;0,04;;41,01;9,57;12,28;16,8;6,5;0,12;10,6;18,9;10,9;212;0,97;236;5,02;4,64;90,31;10,45;1,25;2,15;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_804;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;Milva;0;700;;;;;0;vorwiegend festkochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,47;1,61;0,32;3,51;0,4;0,01;0,35;28,1;68,1;13,67;25,3;92,2;0,63;117,9;0,11;0,05;;40,86;9,13;12,7;17,7;6,4;0,13;3,9;10,3;11,2;205;1,13;255,2;5,17;5,18;98,52;11,45;1,48;2,55;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_805;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;Lilly;0;585;;;;;0;festkochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,3;1,15;0,32;3,87;0,33;0,01;0,36;20,9;60,2;12,45;24,9;96,2;0,37;114;0,1;0,05;;41,14;9,56;11,85;17,2;6,3;0,12;5,6;12,7;10,7;203;0,96;258,9;5,7;4,77;94,33;11,9;1,45;2,49;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_806;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;Corinna;0;641;;;;;0;vorwiegend festkochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,33;1,92;0,26;3,83;0,49;0,02;0,31;31,1;77,2;9,32;23,2;101,5;0,31;128,6;0,13;0,09;;40,12;9,27;14,04;16,8;6,6;0,12;4,3;15,1;10,5;220;1,01;258,1;5,15;4,92;80,37;10,84;1,28;2,2;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_807;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;Wega;0;530;;;;;0;mehlig kochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,33;1,41;0,32;3,68;0,35;0,01;0,35;19,9;68,9;12,13;24,8;86,1;0,33;77,1;0,12;0,1;;40,66;9,39;12,41;17,3;6,2;0,12;5,1;14;9;191;0,95;284,6;5,34;4,71;101,4;11,52;1,34;2,3;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_808;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;Suntera;0;600;;;;;0;mehlig kochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,52;1,6;0,31;3,84;0,38;0,01;0,36;21,4;55,9;11,49;23,8;86;0,99;65,8;0,09;0,08;;40,39;8,93;12,72;16,5;7,2;0,14;5,1;12,8;10,9;307;0,84;111,6;5,48;3,92;36,47;10,81;1,46;2,51;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_809;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;Nena;0;206;;;;;0;mehlig kochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,31;1,01;0,39;3,43;0,29;0,01;0,34;23,4;32,3;9,34;23,9;80,3;0,75;97,1;0,05;0,09;;41,05;9,52;12,51;16,6;7,3;0,14;4,2;17,1;10;329;0,75;90,56;5,23;3,95;33,24;10,65;1,45;2,49;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_810;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;Birgit;0;433;;;;;0;mehlig kochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,32;1,53;0,31;4,19;0,38;0,01;0,39;22,1;51,3;11,02;24;89,7;1,02;133;0,08;0,11;;40,4;9,34;11,05;16,5;7,3;0,14;11,7;32;9,2;325;0,7;63,4;5,11;3,71;26,9;10,61;1,46;2,51;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_811;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;Franca;0;506;;;;;0;mehlig kochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,21;1,48;0,32;3,51;0,46;0,01;0,34;24,8;42,7;11,66;22,7;77,5;1,15;75,1;0,09;0,07;;40,5;9,62;12,49;17,2;7,3;0,13;15,4;26,6;10;327;0,7;93,41;4,99;3,44;39,86;10,62;1,34;2,3;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_812;17.06.2024;0;51,2525485;11,7226066;107;4;Kartoffel;4 You;0;458;;;;;0;mehlig kochend;22.04.2024;15.10.2024;Blühbeginn;;80;;;;;;1;0;0;1;0;05.04.2024;;4,4;1,5;0,28;3,75;0,48;0,01;0,31;24,5;46,5;11,29;18,9;82,4;0,61;151,3;0,09;0,08;;39,96;9,08;14,08;15,9;7,3;0,13;5,6;15,1;9,1;329;0,67;75,35;4,44;2,94;30,58;10,39;1,34;2,3;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_859;21.06.2024;0;51,5549564;12,2704196;192;4;Kartoffel;Bernina;0;420;;10,9;;;0;;24.04.2024;15.10.2024;Knospenstadium;;72;40;150;10;;30;0;0;0;0;0;24.04.2024;;6,17;1,2;0,46;4,98;0,41;0,01;0,55;19,7;68,2;16,23;51,3;109,9;0,7;227,6;0,23;0,13;;42,18;6,83;11,17;13,7;6,5;0,1;6,5;22,4;10,9;157;0,95;114,2;2,95;3,07;83,59;11,63;1,14;1,96;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;3_860;21.06.2024;0;51,5208529;12,1790193;192;4;Kartoffel;Agria;0;450;;14,3;;;0;;26.04.2024;23.10.2024;Knospenstadium;;72;40;150;10;;30;0;0;0;0;0;26.04.2024;;7,17;1,71;0,66;4,81;0,43;0,01;0,52;22,8;77,8;16,24;41,4;149,9;0,87;262,6;0,15;0,05;;41,06;5,73;13,72;12,2;7;0,1;5,7;15,1;4,8;177;1,19;171,1;3,08;4,98;72,54;10,2;1;1,72;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;3_861;21.06.2024;0;51,671704;12,068649;104;3;Kartoffel;Madeira;0;320;;;;;0;;03.05.2024;15.10.2024;Blühende;;94;46;15;11;;9;1;0;0;1;0;25.07.2024;;7;1,28;0,57;5,34;0,37;0,01;0,52;27,1;71,7;14,34;34,1;176,8;0,35;410,6;0,14;0,09;;41,88;5,98;13,46;12,6;5,6;0,15;4,8;13,5;10,8;147;1,1;167;3,21;4,11;165,1;11,5;1,74;2,99;2704;Köthen (Anhalt);51,75109863;12,00940037
