lab name;lab_nr;probenahme;versuchsfläche;gps_lat;gps_lon;bodenklimaraum;bodengruppe;kultur;sorte;öko/konv;ertrag (dt/ha);rohprotein (% TS);stärke (%);zucker (% TS);öl (%);bewässerung;besonderheiten;dat_saat;dat_ernte;entwicklungsstadium;d_org;d_n;d_p2o5;d_k2o;d_mgo;d_cao;d_s;d_b;d_mn;d_cu;d_zn;d_fe;dat_düng;anm_dgg;p_n;p_ca;p_p;p_k;p_mg;p_na;p_s;p_b;p_mn;p_cu;p_zn;p_fe;p_mo;p_al;p_co;p_se;p_si;p_c;p_c_n;p_n_s;p_ts;ph_wert;b_n;b_p;b_k;b_mg;b_ca;b_b;b_mn;b_cu;b_zn;b_fe;b_c_n;b_c;b_humus;station_id;station_name;station_lat;station_lon
IAU;3_156;03.04.2024;1;51,81974;11,70877;107;4;Wintergerste;KWS Higgins;0;101;13,1;;;;0;Kali-Düngungsversuch;26.09.2023;27.06.2024;EC 30-31;;180;69;;;;;0;0;0;0;0;07.05.2024;;4,03;0,6;0,34;4,01;0,1;0,05;0,4;4,6;45,6;6,24;31;62,2;1,11;28,2;0,03;0,16;;44;10,92;10,17;16,5;7,2;0,11;7,5;12,5;8,1;273;1,59;198,1;4,23;4,49;49,61;13,18;1,41;2,43;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_157;03.04.2024;1;51,81974;11,70877;107;4;Wintergerste;KWS Higgins;0;103;12,9;;;;0;Kali-Düngungsversuch;26.09.2023;27.06.2024;EC 30-31;;180;69;;;;;0;0;0;0;0;07.05.2024;;3,93;0,61;0,36;4,14;0,1;0,05;0,44;4,3;43,5;6,31;32,1;64,8;0,84;30,9;0,03;0,17;;43,71;11,13;8,92;16,9;7,2;0,11;7,1;12,9;8,3;269;1,53;187,6;3,96;4,11;47,89;13,42;1,46;2,51;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_158;03.04.2024;1;51,81974;11,70877;107;4;Wintergerste;KWS Higgins;0;104;13,2;;;;0;Kali-Düngungsversuch;26.09.2023;27.06.2024;EC 30-31;;180;69;;;;;0;0;0;0;0;07.05.2024;;3,88;0,63;0,37;4,16;0,11;0,05;0,43;4,9;45,3;7,67;33,9;65,7;0,95;69,5;0,03;0,15;;43,66;11,25;9,03;17;7,3;0,11;7,3;15,5;8,3;273;1,54;195;4,01;4,29;46,05;12,84;1,4;2,41;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_162;03.04.2024;1;51,81941;11,70922;107;4;Wintergerste;KWS Higgins;0;87;8,6;;;;0;N-Düngungsversuch;26.09.2023;26.06.2024;EC 30-31;;;69;;31;;25;0;0;0;0;0;;;2,05;0,46;0,37;2,82;0,1;0,03;0,2;5,7;28,6;5,92;21,2;49,2;1,15;78,7;0,04;0,14;;42,41;20,67;10,52;24,4;7,4;0,11;6,4;12,9;7,8;323;1,02;106,9;3,37;4,12;27,45;13,22;1,43;2,46;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_180;04.04.2024;0;51,464188;12,021548;107;2;Wintergerste;Jule;0;56;12,4;;;;0;;06.10.2023;08.07.2024;EC 32-36;;145;;;11;18;79;1;1;1;1;0;09.04.2024;;3,66;0,44;0,47;3,67;0,1;0,05;0,45;3,6;41,6;5,16;26,8;112,3;1,36;105,1;0,08;0,16;;43,65;11,92;8,13;19,4;6,9;0,1;5,8;7,6;4,1;141;0,7;94,83;1,93;2,42;151,5;10,49;1,04;1,79;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_225;09.04.2024;0;51,6726678;11,8286027;107;5;Wintergerste;Sensation;1;49;;;;;0;;02.11.2023;09.07.2024;EC 30-31;1;;;;;;;1;0;0;1;0;08.04.2024;15 m3 Gärrest;3,4;0,67;0,5;4,92;0,15;0,08;0,29;6;79,2;10,15;42;114,9;1,35;98,3;0,07;0,2;;41,55;12,22;11,54;17,6;7,4;0,24;16,3;34,6;13,3;408;1,68;61,83;7,82;8,08;30,46;11,25;2,67;4,59;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_224;09.04.2024;0;51,6704244;11,8276342;107;4;Wintergerste;Sensation;1;48;;;;;0;;29.09.2023;08.07.2024;EC 32-36;1;;;;;;;1;0;0;1;0;09.04.2024;14 m3 Gärrest;2,43;0,5;0,42;3,71;0,13;0,03;0,25;3,4;42,9;6,95;28,4;75,9;0,43;61;0,06;0,07;;42,37;17,45;9,74;20,7;7,4;0,16;25,2;25,3;12;386;0,91;52,04;2,61;6,1;21,02;11,71;1,92;3,3;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_226;09.04.2024;0;51,6693857;11,8366903;107;4;Wintergerste;Paradies;1;47;;;;;0;;29.09.2023;08.07.2024;EC 32-36;1;;;;;;;1;0;0;1;0;09.04.2024;14 m3 Gärrest;2,7;0,42;0,39;3,38;0,14;0,03;0,19;5,3;41,2;7,14;28,8;96,3;1,11;72,3;0,07;0,17;;43,19;15,97;14,01;21,8;7,2;0,17;8;20,2;11,7;370;0,89;68,97;2,99;6,13;24,22;12,52;2,09;3,59;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;3_227;09.04.2024;0;51,651684;11,8188132;107;4;Wintergerste;Paradies;1;55;;;;;0;;02.10.2023;09.07.2024;EC 32-36;1;;;;;;;1;0;0;1;0;09.04.2024;14 m3 Gärrest;3,3;0,5;0,44;3,61;0,15;0,06;0,23;4,5;47,9;6,75;33,1;79,6;1,96;54;0,06;0,14;;42,98;13,02;14,61;18,6;7,2;0,15;11,4;11,6;10,8;370;0,78;82,9;4,01;6,64;40,64;13,18;2,03;3,49;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_201;09.04.2024;0;51,858968;10,907307;107;3;Wintergerste;Jakubus;0;89;10,7;;;;0;;27.09.2023;07.07.2024;EC 30-31;;142;;;;;53;1;1;1;0;0;17.04.2024;;3,7;0,64;0,36;4,1;0,11;0,05;0,5;4,4;78,9;8,48;53,8;80;0,68;57,9;0,06;0,1;;43,26;11,7;7,46;17,4;7,2;0,09;9;8,5;4;241;0,85;163,4;3,53;8,75;51,27;10,66;1;1,72;5490;Wernigerode;51,84540176;10,76860046
IAU;3_202;09.04.2024;0;51,857445;10,92568;107;3;Wintergerste;Jakubus;0;84;11;;;;0;;24.09.2023;07.07.2024;EC 30-31;;115;;;;;24;1;1;0;0;0;27.04.2024;;3,98;0,63;0,48;4,41;0,12;0,11;0,44;9,6;85;7,53;47,3;86,5;0,72;50,9;0,06;0,07;;42,69;10,72;9,06;16,5;6,7;0,12;12,6;15;9,8;233;1,16;237,8;5,21;12,23;97,64;11,75;1,4;2,41;5490;Wernigerode;51,84540176;10,76860046
IAU;3_200;09.04.2024;0;51,825692;10,920237;107;3;Wintergerste;Baracuda;0;100;10;;;;0;;16.10.2023;16.07.2024;EC 30-31;;130;;;;;24;1;1;0;0;0;02.05.2024;Bor-Blattdüngung nach Blattanalyse;5,05;0,65;0,7;5,27;0,13;0,07;0,58;4,4;96;9,93;54,9;105,3;1,61;73,4;0,06;0,07;;42,7;8,45;8,7;15,2;6,3;0,13;14,2;31,8;5,8;135;0,65;127,4;3,5;9,78;186,9;12,15;1,62;2,79;5490;Wernigerode;51,84540176;10,76860046
IAU;3_192;09.04.2024;0;51,935571;10,948222;107;4;Wintergerste;Ellen;0;90;9;;;;0;;25.09.2023;08.07.2024;EC 32-36;;116;51;8;5;280;29;1;1;1;1;0;04.05.2024;;5,83;0,8;0,45;4,6;0,16;0,2;0,7;6,1;47,7;8,77;68,4;111,8;1,3;78,9;0,06;0,15;;42,87;7,35;8,28;17,5;7,4;0,18;6,6;12;17,5;409;1,16;65,49;3,35;6;36,83;11,4;2,04;3,51;6266;Huy-Pabstorf;52,03039932;10,96259975
IAU;3_193;09.04.2024;0;51,935571;10,948222;107;5;Wintergerste;Orbit;0;70;9;;;;0;;29.09.2023;18.07.2024;EC 30-31;;95;39;76;116;280;31;1;1;1;1;0;19.05.2024;;3,02;0,56;0,46;4,04;0,09;0,02;0,4;4,1;52,2;6,26;29,5;88,6;0,72;62;0,06;0,08;;43,68;14,45;7,52;22,1;7,3;0,2;8,6;32,8;7,1;472;0,64;76,69;2,77;5,69;35,15;11,64;2,28;3,92;6266;Huy-Pabstorf;52,03039932;10,96259975
IAU;3_199;09.04.2024;0;51,83418;10,893232;107;3;Wintergerste;Magella;0;88;11;;;;0;;27.09.2023;16.07.2024;EC 30-31;;152;;;;;48;1;1;1;0;0;23.05.2024;;4,25;0,55;0,53;4,41;0,13;0,02;0,43;4,9;64,1;7,23;39,9;72,6;0,55;55,2;0,06;0,12;;43,78;10,29;9,99;15,6;6,7;0,14;7,3;20,3;9,3;232;0,95;349,5;4,85;11,59;106,8;12,15;1,64;2,82;5490;Wernigerode;51,84540176;10,76860046
IAU;3_220;09.04.2024;0;52,6102007;11,3469337;109;3;Wintergerste;Sorte unbekannt;1;57;;;;;0;;;26.06.2024;EC 32-37;1;;;;;;;1;0;0;1;0;;250 kg/ha, AKRA-Kombi vor der Saat;2,28;0,3;0,39;3,06;0,12;0,01;0,19;2,2;17,2;5,51;25,4;57,9;1,21;36,5;0,05;0,11;;44,25;19,41;12,27;20,9;6;0,07;4,5;5,1;9,7;75;0,28;111;2,6;4,65;167,8;12,74;0,89;1,53;1544;Gardelegen;52,51290131;11,39420033
IAU;3_228;10.04.2024;0;51,299629;11,690657;107;4;Wintergerste;Flemming;0;68;;;;;0;Mäuse;18.09.2023;08.07.2024;EC 32-36;;181;61;89;;;69;1;0;1;0;0;26.04.2026;Feldscheune;3,61;0,55;0,45;4,24;0,11;0,03;0,33;2,5;38,7;7,67;34,1;88,2;0,76;59,8;0,06;0,05;;43,67;12,1;10,83;14,8;7,3;0,11;6,9;11,3;6;342;0,69;90,06;3,51;3,82;24,16;12,74;1,36;2,34;4036;Querfurt-Mühle Lodersleben;51,38949966;11,54119968
IAU;3_229;10.04.2024;0;51,291577;11,71825;107;4;Wintergerste;Flemming;0;74;;;;;0;;20.09.2024;08.07.2024;EC 32-36;;174;;;;;69;1;0;1;0;0;26.04.2026;zwischen den Dörfern;3,34;0,55;0,39;4,23;0,11;0,05;0,33;2,7;35,5;6,64;37;85,3;0,76;86,3;0,05;0,12;;43,3;12,96;10,12;15,8;7,4;0,12;11,9;15,9;7,4;325;0,81;47,82;3,65;6,06;27,64;12,29;1,46;2,51;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;3_230;10.04.2024;0;51,288671;11,725274;107;4;Wintergerste;Kosmos;0;79;;;;;0;;22.09.2024;09.07.2024;EC 32-36;;204;80;;;;69;1;0;1;0;0;26.04.2026;;3,26;0,53;0,39;4,27;0,1;0,03;0,36;4,5;37,9;6,47;31;78,9;0,85;75;0,05;0,11;;43,61;13,39;9,06;15,6;7,4;0,12;6,9;18,2;5,7;317;0,84;84,55;3,64;4,46;24,57;12,27;1,42;2,44;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_231;10.04.2024;0;51,285038;11,733667;107;4;Wintergerste;Kosmos;0;82;;;;;0;;21.09.2024;11.07.2024;EC 32-36;;166;56;;;;69;1;0;1;0;0;26.04.2026;;3,33;0,5;0,42;4,13;0,1;0,03;0,39;3,7;35;7,65;31,4;90,1;0,62;128,8;0,04;0,19;;43,31;13,02;8,57;15,8;7,3;0,12;10,1;14,3;5,2;383;0,83;71,88;3,35;5,08;29,87;12,56;1,44;2,48;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_316;14.04.2024;0;51,6683476;11,8266505;107;5;Wintergerste;Paradies;1;57;;;;;0;04.11.2023;08.07.2024;08.07.2024;EC 30-31;1;;;;;;;1;0;0;1;0;08.04.2024;15 m3 Gärrest;3,22;0,47;0,53;4,05;0,16;0,09;0,35;4,7;49,6;6,49;26,1;177,1;0,7;202,9;0,11;0,08;;42,98;13,36;9,31;22,4;7,4;0,15;12,6;19;11,5;336;0,79;43,29;2,59;4,81;22,44;12,48;1,86;3,2;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_315;14.04.2024;0;51,676304;11,8018707;107;4;Wintergerste;Paradies;1;55;;;;;0;03.11.2023;09.07.2024;09.07.2024;EC 30-31;1;;;;;;;0;0;0;0;0;12.04.2024;14 m3 Gärrest;2,91;0,46;0,5;3,68;0,17;0,06;0,27;6,7;52;6,47;25,5;154,2;1,18;160,6;0,11;0,02;;43,24;14,84;10,95;24,7;7;0,15;5,7;15,1;14,5;348;0,63;65,66;3,66;5,32;40,88;11,81;1,72;2,96;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_271;16.04.2024;0;51,802677;11,286968;107;4;Wintergerste;Wallace;0;89,7;12,9;;;;0;;29.09.2023;15.07.2024;EC 32-36;;138;;51;5;;58;1;1;1;1;1;05.04.2024;;3,71;0,47;0,31;4,8;0,13;0,17;0,45;3,5;58,7;8,94;42,5;77;0,5;57;0,05;0,05;;42,65;11,49;8,32;15,9;7,5;0,16;9,2;15,3;8;317;0,66;54,51;1,88;4,58;16,82;11,81;1,93;3,32;4032;Quedlinburg;51,79529953;11,13199997
IAU;3_272;16.04.2024;0;51,82658;11,251286;107;4;Wintergerste;Midnight;0;95,4;11,2;;;;0;;28.09.2023;13.07.2024;EC 32-36;;142;;;1;;49;1;1;1;1;1;05.04.2024;;3,46;0,44;0,42;4;0,12;0,28;0,45;4,2;57;8,79;39;68,4;0,34;51,7;0,04;0,02;;42,72;12,35;7,7;16,2;7,2;0,17;12,5;18,1;15,9;356;1,33;260,8;4,37;7,8;40,69;11,6;2,02;3,47;4032;Quedlinburg;51,79529953;11,13199997
IAU;3_295;16.04.2024;0;52,656873;11,127302;109;3;Wintergerste;Julia;0;68;;;;;0;;28.09.2023;30.06.2024;EC 37-38;;140;25;59;27;700;30;1;1;1;1;0;09.04.2024;Mikronährstoffe;4,14;0,48;0,43;3,89;0,15;0,02;0,43;2,9;35;6,83;40,4;74,7;0,59;60,7;0,04;0,03;;44,67;10,78;9,66;16;5,9;0,1;4,8;4;4,2;279;0,25;83,22;2,87;4,33;150,1;13,09;1,24;2,13;1544;Gardelegen;52,51290131;11,39420033
IAU;3_296;16.04.2024;0;52,65656;11,097519;109;3;Wintergerste;Esprit;0;75;;;;;0;;02.10.2023;30.06.2024;EC 37-38;;140;25;59;27;700;30;1;1;1;1;0;09.04.2024;Mikronährstoffe;4,77;0,53;0,28;5,38;0,18;0,02;0,38;2,3;20,4;5,19;30,1;109,2;1,33;96,4;0,05;0,05;;43,79;9,17;12,59;16;6,3;0,15;3,9;5,8;7,6;265;0,39;23,29;1,25;2,12;289,8;11,14;1,69;2,91;3093;Lüchow;52,97240067;11,13739967
IAU;3_297;16.04.2024;0;52,675664;11,127989;109;4;Wintergerste;Avantasia;0;81;;;;;0;;02.10.2023;30.06.2024;EC 39-41;;140;25;59;27;1.400;30;1;1;1;1;0;09.04.2024;Mikronährstoffe;3,18;0,44;0,46;4,41;0,13;0,02;0,41;4;27,2;7,02;29,2;78;0,65;46,4;0,04;0,08;;43,64;13,73;7,72;14,8;6,5;0,08;5,3;10,9;6,9;291;0,53;129,3;2,62;4,05;210;11,03;0,9;1,55;3093;Lüchow;52,97240067;11,13739967
IAU;3_298;16.04.2024;0;52,682429;11,147988;109;4;Wintergerste;(Winnie/Antonis);0;84;;;;;0;Vermehrung;03.10.2023;01.07.2024;EC 37-38;;140;25;59;27;1.400;30;1;1;1;1;0;09.04.2024;Mikronährstoffe;3,36;0,46;0,44;3,94;0,13;0,01;0,37;2,6;26,1;6,69;27,2;61,2;0,58;54,3;0,03;0,03;;44,16;13,16;9,18;14,9;6,3;0,08;4,8;8,8;4,1;167;0,33;108,2;1,93;3,42;151,1;10,16;0,81;1,39;3093;Lüchow;52,97240067;11,13739967
IAU;3_325;19.04.2024;0;52,758713;12,160688;104;3;Wintergerste;Higgins;0;32;;;;;0;;21.09.2023;26.06.2024;EC 32-36;;128;13;57;53;56;40;1;1;1;1;0;08.04.2024;;4,46;0,51;0,42;4,82;0,14;0,11;0,39;3;42,3;6,98;43,6;82,5;0,85;30,8;0,05;0,04;;45,06;10,11;11,34;17,1;6;0,13;6,4;13,4;13,5;144;0,6;62,33;2,5;3;266,4;12,46;1,61;2,77;2794;Kyritz;52,93619919;12,40929985
IAU;3_354;19.04.2024;0;52,093311;12,010379;107;4;Wintergerste;Galileoo;0;53;;;;;0;Mulchsaat;06.10.2023;15.07.2024;EC 32-36;;146;;;;;35;0;1;1;1;0;09.04.2024;;3,29;0,37;0,36;3,93;0,12;0,02;0,33;2,5;27,6;8,45;26,6;99,6;0,47;84,6;0,07;0,06;;44,78;13,62;9,94;15,2;6,4;0,15;3,3;18,5;15,8;214;1,28;113,4;4,12;3,82;130;9,86;1,45;2,49;1052;Möckern-Drewitz;52,2173996;12,16409969
IAU;3_355;19.04.2024;0;52,092899;12,00798;107;4;Wintergerste;Galileoo;0;60;;;;;0;Mulchsaat;07.10.2023;15.07.2024;EC 32-36;;136;;;135;723;33;0;1;1;1;0;09.04.2024;;3,58;0,39;0,39;4,12;0,12;0,02;0,34;2,8;44,9;6,67;31,1;89,3;1,07;65;0,06;0,05;;44,65;12,47;10,47;14,4;6,6;0,1;4,9;19,8;11,4;167;0,66;150,9;2,46;4,65;120,5;11,79;1,2;2,06;1052;Möckern-Drewitz;52,2173996;12,16409969
IAU;3_321;19.04.2024;0;52,855639;12,074385;104;2;Wintergerste;Bordeaux;0;28;;;;;0;;03.10.2023;29.06.2024;EC 32-36;;96;10;46;49;48;30;1;1;1;0;0;11.04.2024;;4,03;0,58;0,49;4,4;0,15;0,01;0,42;2,2;59;9,02;53,8;75,4;3,7;41,7;0,04;0,1;;45;11,16;9,53;18,5;6,2;0,05;6,2;8,6;4;59;0,25;62,13;2,45;4,87;117,3;10,68;0,53;0,91;2794;Kyritz;52,93619919;12,40929985
IAU;3_322;19.04.2024;0;52,858187;12,076271;104;2;Wintergerste;Bordeaux;0;47;;;;;0;;03.10.2023;29.06.2024;EC 32-36;;105;10;46;49;48;33;1;1;1;0;0;11.04.2024;;4,04;0,67;0,51;4,65;0,15;0,01;0,45;2,9;68;9,4;53,4;83,4;1,07;38;0,08;0,15;;44,68;11,05;9,05;18,2;6,4;0,07;5,5;9;4,2;76;0,31;130,6;2,97;7,01;147,4;7,77;0,55;0,95;2794;Kyritz;52,93619919;12,40929985
IAU;3_327;19.04.2024;0;52,770718;12,159568;104;4;Wintergerste;Sensation;0;55;;;;;0;;30.09.2023;10.07.2024;EC 32-36;;136;10;46;53;52;42;1;1;1;1;0;11.04.2024;;6,14;0,81;0,39;3,67;0,19;1,04;0,42;2,5;39,7;9,38;50,5;118,2;0,98;90,3;0,05;0,05;;44,77;7,29;14,72;15,4;6,7;0,29;8,6;12,9;20,9;501;1,34;103,5;5,25;3,69;210,8;10,54;3,01;5,18;2794;Kyritz;52,93619919;12,40929985
IAU;3_328;19.04.2024;0;52,7916;12,175497;104;5;Wintergerste;Higgins;0;39;;;;;0;;25.09.2023;06.07.2024;EC 30-31;;118;13;57;54;57;37;1;1;1;1;0;12.04.2024;;5,97;0,71;0,5;5,2;0,16;0,25;0,51;2,7;44,5;9,08;88,6;119,3;1,48;60,9;0,07;;;44,36;7,43;11,78;15,6;6,1;0,15;5,8;11,6;15,9;254;0,73;171,2;3,22;4,95;236,9;8,6;1,26;2,17;2794;Kyritz;52,93619919;12,40929985
IAU;3_323;19.04.2024;0;52,783269;12,085526;104;5;Wintergerste;Viola;0;40;;;;;0;;06.10.2023;09.07.2024;EC 30-31;;100;;;42;34;30;1;1;1;0;0;13.04.2024;;4,54;0,81;0,48;4,59;0,15;0,13;0,52;5,9;50,4;8,74;41;95,2;0,57;48,5;0,06;0,05;;44,32;9,77;8,81;17,9;6,4;0,24;8,6;20,9;26,5;507;0,88;175,5;5,78;7,26;323,5;11,51;2,76;4,75;2794;Kyritz;52,93619919;12,40929985
IAU;3_324;19.04.2024;0;52,750633;12,088796;104;4;Wintergerste;Sensation;0;53;;;;;0;;01.10.2023;27.06.2024;EC 32-36;;101;;;42;35;30;1;1;1;0;0;15.04.2024;;4,09;0,43;0,4;4,31;0,14;0,03;0,35;3,9;39;7,13;28,8;84,7;0,41;40,6;0,06;0,03;;44,9;10,98;11,78;20,6;6,1;0,12;5,8;14,6;21,1;214;0,6;197,9;3,54;5,15;312,1;12,47;1,47;2,53;6273;Demker;52,50749969;11,85509968
IAU;3_326;19.04.2024;0;52,774381;12,161532;104;4;Wintergerste;Sensation;0;76;;;;;0;;30.09.2023;10.07.2024;EC 32-36;;134;13;58;54;57;42;1;1;1;1;0;18.04.2024;;5,8;0,76;0,37;4,55;0,18;0,53;0,42;3,1;41,1;9,79;52;118,7;0,93;76,4;0,06;0,04;;44,77;7,71;13,89;14,7;6,1;0,22;6,2;14,9;20,2;343;1;79,88;4,97;3,21;264,7;11,78;2,59;4,45;2794;Kyritz;52,93619919;12,40929985
IAU;3_335;19.04.2024;0;51,724883;12,209483;107;1;Wintergrünroggen;Higreen;0;128;34;;;;0;GPS;15.09.2023;31.05.2024;EC 32-36;;29;18;;;;;0;0;0;0;0;;;1,99;0,2;0,4;2,96;0,09;0;0,17;2,3;28,2;6,8;24,3;48,2;0,99;24,3;0,03;0,27;;45,66;22,94;11,66;19;5,9;0,12;5,1;11,3;5,8;77;0,55;118,4;3,37;4,91;139,4;9,27;1,09;1,87;7364;Jeßnitz;51,68180084;12,30529976
IAU;3_336;19.04.2024;0;51,725871;12,202831;107;2;Wintergrünroggen;Higreen;0;128;32;;;;0;GPS;17.09.2023;13.05.2024;EC 32-36;;29;18;;;;;0;0;0;0;0;;;1,87;0,21;0,41;2,8;0,09;0;0,16;2,1;18,1;6,72;21,8;45,8;2,17;22,4;0,04;0,25;;45,45;24,26;12,05;19,3;6,8;0,1;6,2;14,9;4,7;93;0,55;103,8;3,41;5,29;104,1;16,69;1,6;2,75;7364;Jeßnitz;51,68180084;12,30529976
IAU;1_252;02.05.2022;0;51,43182;12,11535;107;2;Winterraps;Ambassador;1;24,4;;;;;0;Direktsaat;26.08.2021;14.07.2022;EC 64-65;;100;80;204;45;128;;1;0;0;0;0;11.02.2022;;3,59;2,36;0,38;1,83;0,24;0,01;0,5;40,2;60,6;5,5;33,7;89;1,92;34;0,05;0,24;;45,49;12,68;;;6,5;0,12;8,1;20,06;9,5;141;0,34;71,34;2,92;5,23;67,87;12,62;1,48;2,54;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;1_248;02.05.2022;0;51,44103;12,06554;107;3;Winterraps;Violin;0;28,5;;;;;0;Direktsaat;17.08.2021;15.07.2022;EC 64-65;;118;10;257;33;;40;1;0;0;1;0;24.03.2022;;4,27;2,16;0,38;1,72;0,29;0,02;0,84;28,3;122,7;5,97;51,8;113,1;0,33;34,2;0,25;0,15;;45,96;10,76;;;5,8;0,09;2,8;14,58;7;57;0,53;35,69;1,21;2,84;97,12;14,22;1,34;2,3;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;1_249;02.05.2022;0;51,43437;12,06113;107;2;Winterraps;Cadran;0;34,7;;;;;0;Direktsaat;20.08.2021;16.07.2022;EC 64-65;;125;10;161;18;;28;1;0;0;1;0;24.03.2022;;3,98;2,08;0,39;1,74;0,23;0,01;0,89;30,2;112,2;5,58;40,7;95,4;0,84;30,5;0,11;0,09;;45,75;11,51;;;5,9;0,12;6;15,48;8,7;83;0,78;112,4;1,84;4,42;104,2;10,75;1,29;2,22;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;1_250;02.05.2022;0;51,43249;12,06264;107;2;Winterraps;Cadran;0;37,9;;;;;0;Direktsaat;20.08.2021;15.07.2022;EC 64-65;;128;11;42;1;1;14;1;0;0;1;0;25.03.2022;;4,23;2,52;0,42;1,82;0,22;0,01;0,85;34;81,4;8,57;39,4;79;0,74;18,4;0,08;0,24;;45,53;10,78;;;6;0,11;4,4;15,4;8;94;0,74;157,1;2;4,8;97,79;11,48;1,22;2,09;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;1_251;02.05.2022;0;51,46589;12,05166;107;2;Winterraps;Plurax CL;0;26,8;;;;;0;Direktsaat;19.08.2021;16.07.2022;EC 64-65;;142;;143;73;;69;1;0;0;1;0;28.03.2022;;4,67;3,13;0,42;1,72;0,17;0,01;0,94;35,9;67,7;5,5;47,9;96,6;0,84;16,6;0,04;0,29;;45,4;9,73;;;6,8;0,12;5,1;14,22;7;150;1,27;72,89;2,29;5,52;84,52;10,14;1,26;2,16;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;1_243;02.05.2022;0;51,2328278;11,6894501;107;5;Winterraps;Otello;0;29,4;;;;;0;"letzter Niederschlag 22.04. - 11 mm; 24.04. - 1,3 mm; 25.04. - 1,5 mm";08.09.2021;15.07.2022;EC 64-65;;201;119;174;53;344;48;1;1;1;1;0;13.04.2022;;4,69;1,88;0,32;1,73;0,23;0,01;0,83;27,3;66,1;7,43;46,3;102,4;0,21;92,3;0,12;0,11;;46,22;9,86;;;7,5;0,14;7,8;15,73;16,6;347;0,89;42,98;1,75;1,27;14,98;8,1;1,11;1,91;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;1_244;02.05.2022;0;51,2458628;11,7181303;107;4;Winterraps;Ivo;0;51,4;;;;;0;"letzter Niederschlag 22.04. - 11 mm; 24.04. - 1,3 mm; 25.04. - 1,5 mm";06.09.2021;27.07.2022;EC 64-65;;139;73;162;;;48;1;1;1;1;0;13.04.2022;;5,28;2,63;0,4;1,75;0,23;0,03;0,96;38,1;64;5,63;50,5;95,8;0,42;51;0,08;0,22;;45,45;8,6;;;6,6;0,1;2,1;10,42;11,4;200;0,84;192,6;2,57;2,57;77,86;9,01;0,89;1,53;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;1_245;02.05.2022;0;51,2485313;11,7597707;107;4;Winterraps;Ernesto;0;43,4;;;;;0;"letzter Niederschlag 22.04. - 11 mm; 24.04. - 1,3 mm; 25.04. - 1,5 mm";10.09.2021;20.07.2022;EC 64-65;;125;90;185;38;60;30;1;1;1;1;0;13.04.2022;;4,73;2,44;0,43;1,81;0,19;0,04;0,86;23,8;52,9;6,9;37,3;80,7;0,68;25,7;0,06;0,4;;45,4;9,6;;;6,7;0,13;4,3;11,97;11,8;207;1,27;172,4;3,37;3,83;75,54;9,81;1,24;2,13;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;1_246;02.05.2022;0;51,2269012;11,7359378;107;4;Winterraps;Cristiano;0;36,6;;;;;0;"letzter Niederschlag 22.04. - 11 mm; 24.04. - 1,3 mm; 25.04. - 1,5 mm";05.09.2021;19.07.2022;EC 64-65;;133;96;228;26;;48;1;1;1;1;0;14.04.2022;;4,73;2,4;0,35;1,68;0,23;0,04;0,81;33,2;72,4;5,8;49,9;86,1;0,31;29,1;0,1;0,24;;45,73;9,67;;;7,4;0,12;5,3;11,18;7,8;369;0,79;35,11;0,98;1,65;17,01;15,2;1,89;3,24;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
